organism,tf_locus_tag,tf_name,tf_ortho_names,tg_locus_tag,tg_name,tg_ortho_names,interaction,tfbs_count
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01567,FOXG_01567,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01573,FOXG_01573,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01578,FOXG_01578,,+,2
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01580,FOXG_01580,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01590,FOXG_01590,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01603,FOXG_01603,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01605,FOXG_01605,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01607,FOXG_01607,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01608,FOXG_01608,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01618,FOXG_01618,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01640,FOXG_01640,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01695,FOXG_01695,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01710,FOXG_01710,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01719,FOXG_01719,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01738,FOXG_01738,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01751,FOXG_01751,,+,2
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01756,FOXG_01756,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01766,FOXG_01766,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01770,FOXG_01770,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01772,FOXG_01772,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01774,FOXG_01774,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01775,FOXG_01775,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01776,FOXG_01776,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01777,FOXG_01777,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01784,FOXG_01784,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01792,FOXG_01792,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01812,FOXG_01812,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01816,FOXG_01816,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01829,FOXG_01829,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01830,FOXG_01830,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01850,FOXG_01850,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01853,FOXG_01853,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01880,FOXG_01880,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01883,FOXG_01883,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01897,FOXG_01897,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01906,FOXG_01906,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01907,FOXG_01907,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01923,FOXG_01923,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01926,FOXG_01926,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01940,FOXG_01940,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01961,FOXG_01961,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01971,FOXG_01971,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_01986,FOXG_01986,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02004,YTM1,YTM1,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02019,FOXG_02019,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02021,FOXG_02021,,+,2
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02028,FOXG_02028,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02035,FOXG_02035,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02046,FOXG_02046,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02067,FOXG_02067,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02093,MDM34,MDM34,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02095,FOXG_02095,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02097,FOXG_02097,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02104,FOXG_02104,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02108,FOXG_02108,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02114,FOXG_02114,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02116,FOXG_02116,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02130,FOXG_02130,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02141,FOXG_02141,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02142,FOXG_02142,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02155,FOXG_02155,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02159,FOXG_02159,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02160,FOXG_02160,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02200,FOXG_02200,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02208,FOXG_02208,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02212,FOXG_02212,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02213,FOXG_02213,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02225,FOXG_02225,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02230,FOXG_02230,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02232,FOXG_02232,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02255,FOXG_02255,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02256,FOXG_02256,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02257,FOXG_02257,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02280,FOXG_02280,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02307,FOXG_02307,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02309,FOXG_02309,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02317,FOXG_02317,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02332,FOXG_02332,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02336,FOXG_02336,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02362,FOXG_02362,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02381,FOXG_02381,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02405,FOXG_02405,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02406,FOXG_02406,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02422,FOXG_02422,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02423,FOXG_02423,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02432,FOXG_02432,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02442,FOXG_02442,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02460,FOXG_02460,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02467,FOXG_02467,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02480,FOXG_02480,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02544,FOXG_02544,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02611,FOXG_02611,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02628,FOXG_02628,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02660,FOXG_02660,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02667,FOXG_02667,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02733,FOXG_02733,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02741,FOXG_02741,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02743,FOXG_02743,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02808,FOXG_02808,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02816,FOXG_02816,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02861,FOXG_02861,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02875,FOXG_02875,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02879,FOXG_02879,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02907,FOXG_02907,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02932,FOXG_02932,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02952,FOXG_02952,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_02971,FOXG_02971,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03006,FOXG_03006,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03007,FOXG_03007,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03009,FOXG_03009,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03015,FOXG_03015,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03016,FOXG_03016,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03029,FOXG_03029,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03045,FOXG_03045,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03056,FOXG_03056,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03067,FOXG_03067,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03069,FOXG_03069,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03081,FOXG_03081,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03088,FOXG_03088,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03089,FOXG_03089,,-,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03106,FOXG_03106,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03108,FOXG_03108,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03109,FOXG_03109,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03133,FOXG_03133,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03142,FOXG_03142,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03150,FOXG_03150,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03156,FOXG_03156,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03163,FOXG_03163,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03176,FOXG_03176,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03181,FOXG_03181,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03186,FOXG_03186,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03204,FOXG_03204,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03205,FOXG_03205,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03218,FOXG_03218,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03237,FOXG_03237,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03255,FOXG_03255,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03264,FOXG_03264,,-,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03271,FOXG_03271,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03274,FOXG_03274,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03300,FOXG_03300,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03307,FOXG_03307,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03323,FOXG_03323,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03326,FOXG_03326,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03328,FOXG_03328,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03336,FOXG_03336,,+,1
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03376,FOXG_03376,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03385,FOXG_03385,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03392,FOXG_03392,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03434,FOXG_03434,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03437,FOXG_03437,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03441,FOXG_03441,,+,0
Foxysporum,FOXG_00073,FOXG_00073,flbB,FOXG_03463,FOXG_03463,,+,0
